species,observation_id,latitude,longitude,coordinate_uncertainty_meters,country,state_province,county,place_guess,observed_on,quality_grade
Fregata_magnificens,317742078,26.815249637,-82.282666581,,,,,"Bocilla Island, FL, US",2025-09-29,research
Fregata_magnificens,317252409,-14.2752825101,-38.9958316992,,,,,"Itacaré - BA, Brasil",2025-08-01,research
Fregata_magnificens,317428243,18.4563736117,-66.0772795165,,,,,"Condado, San Juan, 00907, Puerto Rico",2025-09-27,research
Fregata_magnificens,317629989,8.3720082778,-80.1095749722,,,,,"Santa Clara, Río Hato, Provincia de Coclé, Panama",2025-09-10,research
Fregata_magnificens,317204613,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,318197595,21.3763166667,-89.6888583333,,,,,"Gulf of America, MX",2025-09-25,research
Fregata_magnificens,316718968,17.9462362,-67.1929137,,,,,"WRW4+MQ8, Boquerón, Cabo Rojo 00622, Puerto Rico",2025-09-26,research
Fregata_magnificens,316055932,19.2233975248,-104.7105922818,,,,,"Centro, 48980 San Patricio, Jal., México",2025-08-05,research
Fregata_magnificens,315873603,21.1053260565,-86.7601279724,,,,,"Benito Juárez, MX-QR, MX",2023-02-08,research
Fregata_magnificens,317725063,26.5045523212,-80.0512964575,,,,,"Palm Beach County, FL, USA",2025-09-22,research
Fregata_magnificens,315971585,27.9142763126,-95.83967062,,,,,,2025-09-14,research
Fregata_magnificens,316662839,20.8476916667,-86.8752216667,,,,,"Puerto Morelos, Q. Roo., MX",2025-09-19,research
Fregata_magnificens,317204617,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,316322107,-23.5010159424,-45.1384757459,,,,,"Ubatuba, SP, 11680-000, Brasil",2025-09-20,research
Fregata_magnificens,316607073,24.6458703483,-82.8686141838,,,,,"FL, US",2025-09-22,research
Fregata_magnificens,316158958,25.7484277437,-111.2574273309,,,,,"Bahía de Loreto, Loreto, MX-BS, MX",2025-09-22,research
Fregata_magnificens,316668372,29.8085403997,-114.3948137997,,,,,"San Felipe, B.C., Mexico",2025-09-25,research
Fregata_magnificens,316846278,17.9145216667,-66.2379533333,,,,,"PR, US",2025-07-12,research
Fregata_magnificens,316430222,16.3282592745,-86.5720619966,,,,,"Bailey's Cay, Roatan, Bay Islands, HN",2025-01-04,research
Fregata_magnificens,316633607,21.8421297,-105.8857121,,,,,"Isla Santa Isabel, Nay., Mexico",2024-01-28,research
Fregata_magnificens,317204556,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,316126254,20.6478959598,-105.2329811454,,,,,"Fluvial Vallarta, Puerto Vallarta, Jalisco, Mexico",2025-09-19,research
Fregata_magnificens,317846929,24.6273033333,-82.872245,,,,,"Garden Key Pathway, FL, US",2025-09-25,research
Fregata_magnificens,316801725,20.7719876019,-105.5097877979,,,,,"63727 Nay., México",2025-09-26,research
Fregata_magnificens,317907988,-27.606198392,-48.5995421648,,,,,"Centro, Florianópolis - SC, Brasil",2025-08-31,research
Fregata_magnificens,317204576,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,317108294,-32.1675880349,-52.1693298825,,,,,"Rio Grande - RS, Brasil",2020-05-20,research
Fregata_magnificens,317776616,22.2310511494,-159.4016949443,,,,,"Kilauea, HI 96754, USA",2025-08-02,research
Fregata_magnificens,317907928,-27.680619283,-48.6398184675,,,,,"Barra do Aririu, Palhoça - SC, Brasil",2025-08-30,research
Fregata_magnificens,316188123,21.2846342888,-86.8537423387,,,,,México,2025-08-17,research
Fregata_magnificens,315959118,-22.7673619493,-43.1145242057,,,,,"Ilha de Paquetá - Paquetá, Rio de Janeiro - RJ, Brasil",2025-09-20,research
Fregata_magnificens,317560016,20.6534058861,-105.2411578102,,,,,"Área Militar de Vallarta, Puerto Vallarta, Jal., Mexico",2025-09-19,research
Fregata_magnificens,317582006,26.4970772847,-80.0691330513,,,,,"Boynton Beach, Florida, USA",2025-09-27,research
Fregata_magnificens,317043321,20.494569405,-87.2121930461,,,,,"Solidaridad, MX-QR, MX",2025-08-23,research
Fregata_magnificens,317412141,16.5211599,-88.3712796,,,,,"Placencia, Belize",2011-01-31,research
Fregata_magnificens,317204595,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,317204633,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,317905803,21.875094636,-105.915128746,,,,,"Santiago Ixcuintla, MX-NA, MX",2025-06-14,research
Fregata_magnificens,317409656,-0.9555688964,-90.9819448655,,,,,"Isabela, Ecuador",2018-02-06,research
Fregata_magnificens,317414673,20.8733650458,-86.9938163653,,,,,"Puerto Morelos, Q. Roo., MX",2025-09-28,research
Fregata_magnificens,317204637,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,317114276,29.0621645744,-89.43695095,,,,,"Plaquemines Parish, LA, USA",2025-09-20,research
Fregata_magnificens,316772254,16.3273970001,-86.5713083553,,,,,"Sandy Bay, Roatan, Bay Islands, HN",2024-12-31,research
Fregata_magnificens,317720954,9.119355849,-79.7112112046,,,,,"Colón District, Colón Province, Panama",2025-09-18,research
Fregata_magnificens,317204623,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,318233443,18.2719007104,-87.8346294316,,,,,"Othón P. Blanco, Quintana Roo, Mexico",2025-09-17,research
Fregata_magnificens,317305313,-0.0497222217,-91.5608333333,,,,,"Isabela, 厄瓜多尔",2025-08-11,research
Fregata_magnificens,317326321,15.7883015789,-96.0519421877,,,,,"Santa María Huatulco, Oax., México",2025-09-28,research
Fregata_magnificens,317365564,-22.8819800248,-42.3105483502,,,,,"Araruama, RJ, 28970-000, Brasil",2025-09-28,research
Fregata_magnificens,317905793,21.875094636,-105.915193119,,,,,"Santiago Ixcuintla, MX-NA, MX",2025-06-14,research
Fregata_magnificens,317942702,8.952245,-79.5347283333,,,,,"Avenida Central, Panama City, Panamá, PA",2025-09-27,research
Fregata_magnificens,317043331,21.2482264186,-86.7348623319,,,,,"Isla Mujeres, MX-QR, MX",2025-08-25,research
Fregata_magnificens,315832904,21.0742710153,-86.7751956737,,,,,"Cancún, Q. Roo., MX",2025-09-21,research
Fregata_magnificens,317204566,-14.2778610885,-38.9933426093,,,,,"Itacaré - BA, Brasil",2025-07-31,research
Fregata_magnificens,316488963,29.0279842,-81.0754657,,,,,"Volusia County, FL, USA",2010-11-14,research
Fregata_magnificens,316657139,9.7115420739,-84.5458579673,,,,,"San José, Carara, Costa Rica",2025-05-15,research
Strelitzia_reginae,317946784,-25.7730283333,27.8762366667,,,,,"Hartbeespoort, 0216, South Africa",2025-10-01,research
Strelitzia_reginae,316329078,-19.8287376,47.0572447997,,,,,"53C5+W2, Ancirabė 110, Madagaskaras",2025-09-24,research
Strelitzia_reginae,317758796,22.5924056075,114.1930903574,,,,,"深圳梧桐山及其周边公园Wutong Mountain and its Surrounding Parks , GD, CN",2025-09-28,research
Strelitzia_reginae,317882141,-27.8521533333,153.3595583333,,,,,"Manor Circle, Hope Island, QLD, AU",2023-07-05,research
Strelitzia_reginae,316481071,-36.8328111,175.7037146,,,,,"Whitianga 3510, New Zealand",2025-09-25,research
Seleucidis_melanoleucus,318161100,-0.8048327,131.6438679,,,,,"Malagufuk, Kec. Makbon, Kabupaten Sorong, Papua Bar., Indonesia",2025-09-13,research
Cicinnurus_regius,317467993,-0.8048327,131.6438679,,,,,"Malagufuk, Kec. Makbon, Kabupaten Sorong, Papua Bar., Indonesia",2025-09-12,research
Cicinnurus_regius,315989834,-0.9334460604,131.4144442461,,,,,"Kota Sorong, Papua Bar., Indonesia",2025-08-28,research
Cicinnurus_regius,316932118,-0.7940418895,131.6416587308,,,,,"Asbaken, Makbon, Sorong Regency, West Papua, Индонезия",2025-08-11,research
